customer_id,age,income,engagement_score,loyalty_years,region,gender,channel_preference,membership_tier
895,65,34745,21.951953958416258,0.8,West,M,Mobile,Bronze
896,54,30181,99.56747984038947,1.5,West,F,Mobile,Bronze
897,42,31907,98.13067287892564,1.6,South,M,Mobile,Silver
898,47,80766,65.30138404103728,11.5,South,F,Mobile,Gold
899,63,48072,80.63699190806986,0.6,West,M,Online,Bronze
900,32,31327,71.7949159670863,4.8,West,M,Online,Bronze
901,50,51455,59.72266368490735,1.2,East,F,Mobile,Gold
902,39,30732,6.281451701900872,3.9,South,F,Online,Bronze
903,45,65287,46.02166991271345,1.6,South,F,Store,Bronze
904,64,43687,67.80384391457365,2.6,North,F,Mobile,Platinum
905,47,34418,68.07562977448478,5.4,East,F,Store,Silver
906,45,45426,37.93913922381598,4.9,West,M,Store,Bronze
907,24,20000,94.22750667914502,6.0,East,F,Mobile,Bronze
908,56,20673,17.568346191441318,0.2,West,M,Store,Bronze
909,54,20000,50.5355851753405,3.5,West,M,Store,Bronze
910,77,39006,69.39751367853145,0.5,East,M,Store,Gold
911,40,86358,70.01644478328912,1.6,South,M,Mobile,Silver
912,48,110818,65.21525672011273,2.4,West,M,Mobile,Gold
913,48,49962,28.253533131734155,1.5,East,F,Store,Platinum
914,68,46649,16.464450299975574,2.2,North,F,Mobile,Silver
915,43,20000,63.95809235584438,17.0,East,M,Mobile,Bronze
916,49,27685,60.330909497804335,0.4,North,M,Store,Silver
917,54,24492,18.756245018634857,3.4,West,F,Mobile,Platinum
918,47,26624,70.80877541148577,1.5,East,F,Online,Gold
919,38,33387,46.06202718163198,0.4,East,M,Mobile,Bronze
920,47,28679,67.10829856871214,0.5,North,F,Online,Silver
921,61,20000,83.89934089724491,8.9,East,F,Store,Silver
922,29,52783,17.803114429115393,6.4,East,F,Mobile,Platinum
923,46,21239,2.895341931686831,7.1,West,M,Store,Bronze
924,34,40930,78.13115605318289,14.3,East,F,Store,Silver
925,62,102440,61.360045090108976,0.7,South,M,Store,Gold
926,22,22932,70.26431739259004,1.3,North,M,Store,Silver
927,36,20000,83.9773425238756,3.3,East,M,Store,Silver
928,50,31476,80.47828254762555,2.0,North,M,Mobile,Bronze
929,68,62974,96.13109454595364,1.6,North,M,Online,Bronze
930,44,96681,54.0575728063597,1.3,North,F,Mobile,Bronze
931,36,20000,49.361067633330634,2.7,East,M,Mobile,Platinum
932,73,46553,40.78683278918228,2.6,East,M,Mobile,Bronze
933,23,28777,16.21541324157625,0.5,North,M,Mobile,Silver
934,18,34441,57.68811605532022,1.9,South,F,Online,Silver
935,51,136239,28.4242399082719,2.4,North,F,Mobile,Bronze
936,37,20000,92.20944370908457,2.5,South,F,Store,Silver
937,29,41227,58.73588962343266,0.7,North,F,Mobile,Gold
938,55,45882,59.69117787030291,4.1,West,F,Mobile,Gold
939,48,62498,36.137541426823994,0.1,North,F,Online,Silver
940,36,38138,6.1469458457930415,1.3,North,F,Online,Silver
941,25,42362,4.142632771925873,4.5,East,M,Store,Bronze
942,58,29857,42.910179271166555,2.5,South,M,Mobile,Platinum
943,54,41546,9.371972431626547,0.9,West,F,Mobile,Bronze
944,43,30589,61.07784859847377,3.6,South,M,Mobile,Gold
945,72,49552,88.21632755832609,2.5,West,M,Store,Bronze
946,28,30187,88.4085668353535,4.8,North,F,Online,Platinum
947,22,43850,66.245495603091,4.0,East,M,Store,Gold
948,34,35788,21.91195131582017,2.8,East,M,Mobile,Gold
949,44,63769,86.43668630452834,2.0,South,F,Online,Bronze
950,48,35394,88.7232500960076,0.4,East,M,Online,Silver
951,41,20000,20.46870491034291,0.9,South,F,Store,Silver
952,50,68251,74.00518249129705,1.6,South,F,Online,Gold
953,26,23089,29.365435343785173,2.7,West,M,Online,Bronze
954,66,26189,80.46139092294004,2.2,South,M,Mobile,Platinum
955,43,26961,99.72655209045666,1.0,West,M,Mobile,Gold
956,61,72201,3.9725745276098885,0.0,East,F,Online,Bronze
957,50,20000,89.83922071330225,2.1,South,F,Online,Gold
958,51,174359,62.64042282626715,1.0,South,F,Store,Silver
959,53,61576,97.3648792973173,4.0,North,M,Store,Silver
960,51,40603,47.03594223511633,0.1,South,M,Online,Bronze
961,54,35332,84.891405126566,2.6,South,F,Mobile,Silver
962,64,41888,7.177012791229446,8.5,North,M,Online,Gold
963,47,47125,34.192625957751275,0.6,North,M,Online,Silver
964,55,50141,7.6346372373697875,1.9,East,F,Mobile,Silver
965,43,47944,97.55897021442799,0.3,South,F,Mobile,Silver
966,66,37979,81.88041681991183,2.9,East,M,Store,Gold
967,34,32903,85.40219470335109,2.4,East,F,Store,Bronze
968,72,33670,93.85855791195553,1.6,North,M,Store,Gold
969,44,32943,9.42524512585875,2.2,West,F,Store,Silver
970,23,64015,39.174161658820005,6.8,East,F,Mobile,Bronze
971,46,48863,8.03245401535621,0.7,West,F,Online,Bronze
972,34,20000,21.868517053452834,0.1,South,M,Store,Silver
973,57,50410,23.707211926729563,5.9,North,M,Store,Gold
974,35,40029,47.44161389371029,2.6,South,F,Mobile,Bronze
975,38,35977,27.587654577910616,6.6,South,F,Mobile,Gold
976,18,29903,10.996832574958349,2.7,North,F,Online,Bronze
977,38,63707,17.581617820316662,5.0,South,M,Online,Silver
978,18,58323,15.580280791657001,1.7,North,F,Mobile,Platinum
979,21,24675,97.33460299331753,4.2,West,F,Store,Gold
980,56,44512,76.16995818492889,7.3,South,F,Store,Bronze
981,56,22340,96.80838506168664,2.5,North,F,Store,Silver
982,51,20000,44.53430816428295,0.6,East,M,Online,Bronze
983,30,26546,28.558479684603004,0.9,South,M,Store,Silver
984,44,55893,80.03102652370949,0.7,West,F,Store,Gold
985,44,58487,33.29913788607353,0.9,North,M,Mobile,Gold
986,27,46936,30.638953996829482,1.1,South,M,Store,Bronze
987,67,52184,24.01809322857529,2.4,South,M,Mobile,Platinum
988,58,47008,13.8382188441993,2.7,South,F,Store,Silver
989,41,26350,26.38984304065983,1.7,West,M,Online,Bronze
990,45,45069,36.176655098914885,2.9,North,M,Store,Silver
991,48,54187,67.7254266064273,0.3,East,M,Store,Silver
992,18,52952,7.193919379725706,0.3,East,F,Mobile,Silver
993,41,65805,21.840187026868954,0.6,East,F,Mobile,Silver
994,34,51748,81.09334038887596,2.2,North,M,Mobile,Silver
995,29,43292,15.545270434793306,0.7,East,M,Store,Bronze
996,40,62011,34.92186950572963,1.0,West,F,Store,Gold
997,71,35837,86.60123326395586,1.5,North,F,Online,Silver
998,54,23366,16.337605803200823,5.0,South,M,Store,Bronze
999,36,33472,9.1909467262008,0.0,West,M,Online,Gold
1000,53,25022,48.96926151292107,3.1,South,F,Mobile,Platinum
